"position","const","created","modified","description","Title","Title type","Directors","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"292","tt0285569","Tue May  8 09:34:44 2012","Tue May  8 09:34:44 2012","","The Force of Evil","TV Movie","Richard Lang","7.4","100","1977","thriller","65","1977-03-13","http://www.imdb.com/title/tt0285569/"
"293","tt0070533","Thu May 10 19:16:18 2012","Thu May 10 19:16:18 2012","","The Picture of Dorian Gray","TV Movie","Glenn Jordan","6.6","111","1973","drama, horror","251","1973-04-23","http://www.imdb.com/title/tt0070533/"
"294","tt0438976","Fri May 11 13:52:35 2012","Fri May 11 13:52:35 2012","","The Wide World of Mystery: Shadow of Fear","TV Episode","Herbert Kenwith","5.0","72","1973","drama, horror, mystery, sci_fi","9","1974-01-28","http://www.imdb.com/title/tt0438976/"
"295","tt0235068","Fri May 11 13:52:43 2012","Fri May 11 13:52:43 2012","","The World Beyond","TV Movie","Noel Black","7.7","60","1978","horror, thriller","96","1978-01-21","http://www.imdb.com/title/tt0235068/"
"296","tt0086315","Tue May 15 12:13:31 2012","Tue May 15 12:13:31 2012","","The Sins of Dorian Gray","TV Movie","Tony Maylam","5.8","95","1983","drama, horror","119","1983-05-27","http://www.imdb.com/title/tt0086315/"
"297","tt0275293","Sun Aug 26 08:39:39 2012","Sun Aug 26 08:39:39 2012","","The Death Train","TV Movie","Igor Auzins","6.1","96","1978","crime, horror, thriller, mystery","47","1978","http://www.imdb.com/title/tt0275293/"
"298","tt0079850","Sat Sep  1 13:10:43 2012","Sat Sep  1 13:10:43 2012","","Sanctuary of Fear","TV Movie","John Llewellyn Moxey","5.4","100","1979","drama, thriller","38","1979-04-23","http://www.imdb.com/title/tt0079850/"
"299","tt0069659","Thu Sep  6 11:06:18 2012","Thu Sep  6 11:06:18 2012","","...And Millions Die!","TV Movie","Leslie H. Martinson","4.2","93","1973","thriller","47","1973","http://www.imdb.com/title/tt0069659/"
"300","tt0065819","Sun Mar 24 06:58:03 2013","Sun Mar 24 06:58:03 2013","","Hauser's Memory","TV Movie","Boris Sagal","6.9","96","1970","sci_fi","68","1970-11-24","http://www.imdb.com/title/tt0065819/"
"301","tt0073283","Sun Mar 24 06:58:09 2013","Sun Mar 24 06:58:09 2013","","Let's Switch!","TV Movie","Alan Rafkin","7.0","73","1975","comedy","38","1975-01-07","http://www.imdb.com/title/tt0073283/"
"302","tt0083184","Mon Dec  1 11:07:47 2014","Mon Dec  1 11:07:47 2014","","Terror Among Us","TV Movie","Paul Krasny","7.4","95","1981","action, thriller","88","1981-01-14","http://www.imdb.com/title/tt0083184/"
