"title_imdb","title_type_imdb","directors_imdb","imdb_rating_imdb","runtime_imdb","year_imdb","num_votes_imdb","rel_date_imdb","url_imdb","id_imdb","title_rt","year_rt","genre_rt","mpaa_rating_rt","runtime_rt","the_rel_date_rt","dvd_rel_date_rt","critics_score_rt","critics_rating_rt","audience_score_rt","audience_rating_rt","actor1_rt","actor2_rt","actor3_rt","actor4_rt","actor5_rt","director_rt","studio_rt","url_rt"
"The Pact","Feature Film","Nicholas McCarthy",5.8,89,"2012",18670,"2012-01-20","http://www.imdb.com/title/tt2040560/","2040560","The Pact","2012","Horror","R","91","2012-07-06","2012-11-06",65,"Fresh",41,"Spilled","Caity Lotz","Jewel Staite","Casper Van Dien","Samuel Ball","Haley Hudson","Nicholas McCarthy","IFC Films","//www.rottentomatoes.com/m/the_pact_2012/"
"Daniel Tosh: Completely Serious","TV Special","Manny Rodriguez",7.7,60,"2007",2237,"2007-06-17","http://www.imdb.com/title/tt1054478/","1054478","Daniel Tosh - Completely Serious","2007","Television","Unrated","60","2007-06-17","2007-06-19",-1,NA,84,"Upright","Daniel Tosh",NA,NA,NA,NA,"Manny Rodriguez",NA,"//www.rottentomatoes.com/m/daniel_tosh_completely_serious/"
"Electric Dreams","Feature Film","Steve Barron",6.5,95,"1984",5149,"1984-07-20","http://www.imdb.com/title/tt0087197/","0087197","Electric Dreams","1984","Drama","PG","95","1984-07-20",NA,47,"Rotten",72,"Upright","Lenny Von Dohlen","Virginia Madsen","Maxwell Caulfield","Bud Cort","Don Fellows","Steve Barron","MGM","//www.rottentomatoes.com/m/1006510-electric_dreams/"
"D-Day: Code Name Overlord","Documentary","Lanny Lee",8,180,"1998",31,"1998","http://www.imdb.com/title/tt0391897/","0391897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"How the Earth Was Made","Documentary","Peter Chinn",8.1,90,"2007",361,"2007-12-16","http://www.imdb.com/title/tt1267170/","1267170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gus","Feature Film","Vincent McEveety",5.8,96,"1976",1032,"1976-07-07","http://www.imdb.com/title/tt0074599/","0074599","Gus","1976","Comedy","G","96","1976-07-07","2003-01-14",-1,NA,61,"Upright","Edward Asner","Don Knotts","Gary Grimes","Tim Conway","Liberty Williams","Vincent McEveety","Walt Disney Productions","//www.rottentomatoes.com/m/gus/"
"Bull Durham","Feature Film","Ron Shelton",7.1,108,"1988",35577,"1988-06-15","http://www.imdb.com/title/tt0094812/","0094812","Bull Durham","1988","Drama","R","107","1988-06-15","1998-10-28",97,"Certified Fresh",83,"Upright","Kevin Costner","Susan Sarandon","Tim Robbins","Trey Wilson","Robert Wuhl","Ron Shelton","Orion Pictures","//www.rottentomatoes.com/m/bull_durham/"
"Man on Wire","Documentary","James Marsh",7.9,94,"2008",38076,"2008-01-22","http://www.imdb.com/title/tt1155592/","1155592","Man on Wire","2008","Documentary","PG-13","94","2008-01-22","2008-12-09",100,"Certified Fresh",87,"Upright","Philippe Petit","Alan Welner","Annie Allix","Jim Moore","Jean Francois Heckel","James Marsh","Magnolia Pictures","//www.rottentomatoes.com/m/man_on_wire/"
"Epic Movie","Feature Film","Jason Friedberg, Aaron Seltzer",2.3,86,"2007",87652,"2007-01-25","http://www.imdb.com/title/tt0799949/","0799949","Epic Movie","2007","Action & Adventure","R","84","2007-01-26","2007-05-22",2,"Rotten",29,"Spilled","Kal Penn","Adam Campbell","Jayma Mays","Faune A. Chambers","Crispin Glover","Aaron Seltzer","20th Century Fox","//www.rottentomatoes.com/m/epic_movie/"
"My Life Without Me","Feature Film","Isabel Coixet",7.6,106,"2003",20841,"2003-02-10","http://www.imdb.com/title/tt0314412/","0314412","Love My Life","2003","Art House & International","Unrated","96","2003-08-30","2008-07-15",-1,NA,49,"Spilled","Asami Imajuku","Rei Yoshii","Ira Ishida","Kyoko Koizumi","Issei Takahashi","Koji Kawano",NA,"//www.rottentomatoes.com/m/love_my_life/"
"Below","Feature Film","David Twohy",6.2,105,"2002",17329,"2002-10-11","http://www.imdb.com/title/tt0276816/","0276816","Below","2002","Mystery & Suspense","R","105","2002-10-11","2003-03-11",63,"Fresh",45,"Spilled","Matthew Davis","Bruce Greenwood","Olivia Williams","Scott Foley","Holt McCallany","David Twohy","Dimension Films","//www.rottentomatoes.com/m/below/"
"The Captive","Feature Film","Atom Egoyan",5.9,112,"2014",16511,"2014-05-16","http://www.imdb.com/title/tt2326612/","2326612","The Captive","2014","Mystery & Suspense","R","112","2014-12-09","2015-03-03",31,"Rotten",34,"Spilled","Ryan Reynolds","Mireille Enos","Scott Speedman","Rosario Dawson","Kevin Durand","Atom Egoyan","A24","//www.rottentomatoes.com/m/the_captive_2014/"
"The Saddest Music in the World","Feature Film","Guy Maddin",7.2,100,"2003",5002,"2003-08-31","http://www.imdb.com/title/tt0366996/","0366996","The Saddest Music in the World","2004","Drama","R","99","2004-04-30","2004-11-16",78,"Certified Fresh",79,"Upright","Isabella Rossellini","Mark McKinney","Maria de Medeiros","Ross McMillan","David Fox","Guy Maddin","IFC Films","//www.rottentomatoes.com/m/saddest_music_in_the_world/"
"The Godfather: Part II","Feature Film","Francis Ford Coppola",9,202,"1974",749783,"1974-12-12","http://www.imdb.com/title/tt0071562/","0071562","The Godfather, Part II","1974","Mystery & Suspense","R","200","1974-12-20","2005-05-24",97,"Certified Fresh",97,"Upright","Al Pacino","Robert De Niro","Robert Duvall","Diane Keaton","Talia Shire","Francis Ford Coppola","Paramount Pictures","//www.rottentomatoes.com/m/godfather_part_ii/"
"Phantom of the Paradise","Feature Film","Brian De Palma",7.4,92,"1974",10599,"1974-10-31","http://www.imdb.com/title/tt0071994/","0071994","Phantom of the Paradise","1974","Horror","PG","91","1974-10-31","2001-09-04",95,"Fresh",84,"Upright","William Finley","Paul Williams","Jessica Harper","George Memmoli","Gerrit Graham","Brian DePalma","Fox","//www.rottentomatoes.com/m/phantom_of_the_paradise/"
"Twenty Bucks","Feature Film","Keva Rosenfeld",6.4,91,"1993",3101,"1993-01","http://www.imdb.com/title/tt0108410/","0108410","Twenty Bucks","1993","Drama","R","91","1993-01-01","2005-07-04",75,"Fresh",63,"Upright","Linda Hunt","Brendan Fraser","Gladys Knight","Elisabeth Shue","David Rasche","Keva Rosenfeld","Sony Pictures Home Entertainment","//www.rottentomatoes.com/m/twenty_bucks/"
"The Best of Men","TV Movie","Tim Whitby",8.1,90,"2012",695,"2012-08-16","http://www.imdb.com/title/tt2374835/","2374835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska","Feature Film","Fraser C. Heston",5.7,109,"1996",4180,"1996-08-14","http://www.imdb.com/title/tt0115493/","0115493","Alaska","1996","Action & Adventure","PG","109","1996-08-14","2002-09-03",18,"Rotten",44,"Spilled","Thora Birch","Vincent Kartheiser","Dirk Benedict","Charlton Heston","Gordon Tootoosis","Fraser Clarke Heston","Sony Pictures Home Entertainment","//www.rottentomatoes.com/m/1072833-alaska/"
"Running on Empty","Feature Film","Sidney Lumet",7.7,116,"1988",9904,"1988-09-07","http://www.imdb.com/title/tt0096018/","0096018","Running on Empty","1988","Musical & Performing Arts","PG-13","118","1988-09-07","1999-03-30",85,"Fresh",68,"Upright","River Phoenix","Christine Lahti","Judd Hirsch","Martha Plimpton","Ed Crowley","Sidney Lumet","Warner Bros. Pictures","//www.rottentomatoes.com/m/running_on_empty/"
"Godzilla vs. Mechagodzilla","Feature Film","Jun Fukuda",6.3,84,"1974",3428,"1974-03-21","http://www.imdb.com/title/tt0071565/","0071565","Godzilla Vs Mechagodzilla","1974","Art House & International","PG","84","1974-03-21","2004-10-19",67,"Fresh",61,"Upright","Masaaki Daimon","Kazuya Aoyama","Reiko Tajima","Carol Lynley","Barbara Lynn","Jun Fukuda","Sony Pictures Entertainment","//www.rottentomatoes.com/m/godzilla_vs_mechagodzilla/"
"49 Up","Documentary","Michael Apted, Paul Almond",8.2,180,"2005",2056,"2005-09-15","http://www.imdb.com/title/tt0473434/","0473434","49 Up","2006","Documentary","Unrated","135","2006-10-06","2006-11-14",95,"Certified Fresh",86,"Upright","Bruce Balden","Jacqueline Bassett","Symon Basterfield","Andrew Brackfield","John Brisby","Michael Apted","First Run Features","//www.rottentomatoes.com/m/49_up/"
"George Harrison: Living in the Material World","Documentary","Martin Scorsese",8.2,208,"2011",6497,"2011-09-02","http://www.imdb.com/title/tt1113829/","1113829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"This Is 40","Feature Film","Judd Apatow",6.2,134,"2012",100447,"2012-12-20","http://www.imdb.com/title/tt1758830/","1758830","This is 40","2012","Comedy","R","134","2012-12-21","2013-03-22",51,"Rotten",50,"Spilled","Leslie Mann","Paul Rudd","John Lithgow","Megan Fox","Albert Brooks","Judd Apatow","Universal Studios","//www.rottentomatoes.com/m/this_is_40/"
"Fair Game","Feature Film","Doug Liman",6.8,108,"2010",37506,"2010-05-20","http://www.imdb.com/title/tt0977855/","0977855","Fair Game","2010","Drama","PG-13","108","2010-11-05","2011-03-29",79,"Certified Fresh",65,"Upright","Naomi Watts","Sean Penn","Bruce McGill","Michael Kelly","Ty Burrell","Doug Liman","Summit Entertainment","//www.rottentomatoes.com/m/fair-game-2010/"
"Hercules","Feature Film","Brett Ratner",6,98,"2014",109633,"2014-07-23","http://www.imdb.com/title/tt1267297/","1267297","Hercules","2014","Action & Adventure","PG-13","99","2014-07-25","2014-11-04",60,"Fresh",49,"Spilled","Dwayne ""The Rock"" Johnson","Ian McShane","Rufus Sewell","Ingrid Bolso Berdal","John Hurt","Brett Ratner","Paramount Pictures","//www.rottentomatoes.com/m/hercules_the_thracian_wars/"
"Max Manus: Man of War","Feature Film","Joachim Rønning, Espen Sandberg",7.3,118,"2008",21443,"2008-12-19","http://www.imdb.com/title/tt1029235/","1029235","Max Manus: Man of War","2010","Drama","Unrated","118","2010-09-03","2011-06-28",80,"Fresh",83,"Upright","Askel Hennie","Aksel Hennie","Agnes Kittelsen","Nicolai Cleve Broch","Ken Duken","Joachim Roenning","Nordisk Film Biograf Distribution","//www.rottentomatoes.com/m/max_manus_man_of_war/"
"Curdled","Feature Film","Reb Braddock",5.9,88,"1996",4031,"1996-09-06","http://www.imdb.com/title/tt0115994/","0115994","Curdled","1996","Drama","R","88","1996-09-06","2004-03-02",17,"Rotten",57,"Spilled","Angela Jones","William Baldwin","Bruce Ramsay","Mel Gorham","Lois Chiles","Reb Braddock","Miramax","//www.rottentomatoes.com/m/curdled/"
"The Omen","Feature Film","John Moore",5.5,110,"2006",47692,"2006-06-06","http://www.imdb.com/title/tt0466909/","0466909","The Omen","2006","Mystery & Suspense","R","103","2006-06-06","2006-10-17",27,"Rotten",40,"Spilled","Julia Stiles","Liev Schreiber","Mia Farrow","David Thewlis","Pete Postlethwaite","John Moore","20th Century Fox","//www.rottentomatoes.com/m/omen/"
"Out of Control","TV Movie","Dominic Savage",8,90,"2002",164,"2002-08-18","http://www.imdb.com/title/tt0332300/","0332300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A Night at the Roxbury","Feature Film","John Fortenberry",6.2,82,"1998",47343,"1998-10-01","http://www.imdb.com/title/tt0120770/","0120770","A Night at the Roxbury","1998","Comedy","PG-13","83","1998-10-02","1999-04-20",11,"Rotten",69,"Upright","Chris Kattan","Will Ferrell","Loni Anderson","Dan Hedaya","Dwayne Hickman","Amy Heckerling","Paramount Pictures","//www.rottentomatoes.com/m/night_at_the_roxbury/"
"Shatterbrain","Feature Film","Dan O'Bannon",6.4,108,"1991",2237,"1991-10","http://www.imdb.com/title/tt0105242/","0105242","The Resurrected","1991","Horror","R","108","1991-06-01","2005-09-20",-1,NA,55,"Spilled","Chris Sarandon","John Terry","Jane Sibbett","Richard Romanus","Laurie Briscoe","Dan O'Bannon","Live Home Video","//www.rottentomatoes.com/m/resurrected/"
"Space Odyssey: The Robot Pioneers","Documentary","Christopher Riley",7.6,50,"2004",42,"2004-11-09","http://www.imdb.com/title/tt0434352/","0434352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tank Girl","Feature Film","Rachel Talalay",5.2,104,"1995",24084,"1995-03-31","http://www.imdb.com/title/tt0114614/","0114614","Tank Girl","1995","Action & Adventure","R","104","1995-03-01","2001-04-10",38,"Rotten",63,"Upright","Lori Petty","Malcolm McDowell","Ice-T","Naomi Watts","Don Harvey","Rachel Talalay","MGM Home Entertainment","//www.rottentomatoes.com/m/tank_girl/"
"Missing","Feature Film","Costa-Gavras",7.8,122,"1982",13215,"1982-02-12","http://www.imdb.com/title/tt0084335/","0084335","Missing","1982","Mystery & Suspense","PG","122","1982-02-12","2004-11-23",96,"Fresh",85,"Upright","Jack Lemmon","Sissy Spacek","John Shea","Melanie Mayron","Charles Cioffi","Costa-Gavras","Universal Pictures","//www.rottentomatoes.com/m/1014007-missing/"
"Ladies and Gentlemen, Mr. Leonard Cohen","Documentary","Donald Brittain, Don Owen",7.4,45,"1965",275,"1965","http://www.imdb.com/title/tt0126376/","0126376","Ladies and Gentlemen... Mr. Leonard Cohen","1965","Documentary","Unrated","78","1965-12-31","1999-11-09",-1,NA,75,"Upright","Leonard Cohen","Derek May","Donald Brittain","Irving Layton","Mort Rosengarten","Donald Brittain",NA,"//www.rottentomatoes.com/m/leonard_cohen_ladies_and_gentlemen/"
"Point Break","Feature Film","Kathryn Bigelow",7.2,122,"1991",105982,"1991-07-12","http://www.imdb.com/title/tt0102685/","0102685","Point Break","1991","Mystery & Suspense","R","122","1991-07-12","2001-05-22",68,"Fresh",79,"Upright","Keanu Reeves","Patrick Swayze","Gary Busey","Lori Petty","John C. McGinley","Kathryn Bigelow","Twentieth Century Fox Home Entertainment","//www.rottentomatoes.com/m/point_break/"
"Fire!","TV Movie","Earl Bellamy",5.2,100,"1977",175,"1977-05-08","http://www.imdb.com/title/tt0076031/","0076031","Fire!","1977","Action & Adventure","Unrated","97","1977-06-01","1997-04-03",-1,NA,33,"Spilled","Ernest Borgnine","Vera Miles","Neville Brand","Patty Duke","Alex Cord","Earl Bellamy","Warner Home Video","//www.rottentomatoes.com/m/1007348-fire/"
"Shall We Dance","Feature Film","Peter Chelsom",6.1,106,"2004",34461,"2004-10-15","http://www.imdb.com/title/tt0358135/","0358135","Shall We Dance","2004","Drama","PG-13","95","2004-10-15","2005-02-01",46,"Rotten",57,"Spilled","Richard Gere","Jennifer Lopez","Susan Sarandon","Stanley Tucci","Bobby Cannavale","Peter Chelsom","Miramax Films","//www.rottentomatoes.com/m/shall_we_dance/"
"Malibu's Most Wanted","Feature Film","John Whitesell",5.1,86,"2003",15714,"2003-04-10","http://www.imdb.com/title/tt0328099/","0328099","Malibu's Most Wanted","2003","Comedy","PG-13","86","2003-04-18","2003-09-09",31,"Rotten",53,"Spilled","Taye Diggs","Anthony Anderson","Regina Hall","Ryan O'Neal","Bo Derek","John Whitesell","Warner Bros.","//www.rottentomatoes.com/m/malibus_most_wanted/"
"Welcome to Eltingville","TV Movie","Chuck Sheetz",7.9,30,"2002",125,"2002-03-03","http://www.imdb.com/title/tt0312250/","0312250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Evening Star","Feature Film","Robert Harling",5.8,129,"1996",3358,"1996-12-05","http://www.imdb.com/title/tt0116240/","0116240","The Evening Star","1996","Drama","PG-13","129","1996-06-01","2001-02-27",23,"Rotten",65,"Upright","Shirley MacLaine","Bill Paxton","Juliette Lewis","Miranda Richardson","Ben Johnson","Robert Harling","Paramount Home Video","//www.rottentomatoes.com/m/evening_star/"
"Cloud Atlas","Feature Film","Tom Tykwer, Andy Wachowski",7.5,172,"2012",275125,"2012-09-08","http://www.imdb.com/title/tt1371111/","1371111","Cloud Atlas","2012","Drama","R","172","2012-10-26","2013-05-14",66,"Fresh",66,"Upright","Tom Hanks","Halle Berry","Jim Broadbent","Hugo Weaving","Jim Sturgess","Tom Tykwer","Warner Bros. Pictures","//www.rottentomatoes.com/m/cloud_atlas_2012/"
"Fire Down Below","Feature Film","Felix Enriquez Alcalá",4.9,105,"1997",13280,"1997-09-05","http://www.imdb.com/title/tt0119123/","0119123","Fire Down Below","1997","Action & Adventure","R","103","1997-09-05","2001-09-04",11,"Rotten",35,"Spilled","Steven Seagal","Marg Helgenberger","Harry Dean Stanton","Stephen Lang","Kris Kristofferson","Harry Dean Stanton","Warner Home Video","//www.rottentomatoes.com/m/1078038-fire_down_below/"
"Baffled!","TV Movie","Philip Leacock",6,90,"1973",147,"1973-01-30","http://www.imdb.com/title/tt0068248/","0068248","Baffled!","1973","Horror","Unrated","90","1973-01-30","2014-01-21",-1,NA,17,"Spilled","Leonard Nimoy","Susan Hampshire","Rachel Roberts","Vera Miles","Jewel Blanch","Philip Leacock","Incorporated Television Company","//www.rottentomatoes.com/m/baffled/"
"The Five Heartbeats","Feature Film","Robert Townsend",7.5,121,"1991",2551,"1991-03-29","http://www.imdb.com/title/tt0101891/","0101891","The Five Heartbeats","1991","Musical & Performing Arts","R","122","1991-03-29","2002-01-22",38,"Rotten",95,"Upright","Michael Wright","Tico Wells","Leon","Harry Lennix","Diahann Carroll","Robert Townsend","20th Century Fox Film Corporation","//www.rottentomatoes.com/m/five_heartbeats/"
"Porky's Revenge","Feature Film","James Komack",4.6,92,"1985",5863,"1985-03-22","http://www.imdb.com/title/tt0089826/","0089826","Porky's Revenge","1985","Art House & International","R","95","1985-03-22",NA,27,"Rotten",33,"Spilled","Dan Monahan","Wyatt Knight","Mark Herrier","Tony Ganios","Kaki Hunter","James Komack","20th Century Fox","//www.rottentomatoes.com/m/porkys_revenge/"
"Disaster Movie","Feature Film","Jason Friedberg, Aaron Seltzer",1.9,87,"2008",73219,"2008-08-29","http://www.imdb.com/title/tt1213644/","1213644","Disaster Movie","2008","Comedy","PG-13","88","2008-08-29","2009-01-06",1,"Rotten",19,"Spilled","Matt Lanter","Kim Kardashian","Vanessa Lachey","Carmen Electra","G-Thang","Aaron Seltzer","Lionsgate","//www.rottentomatoes.com/m/disaster_movie/"
"Teen Wolf Too","Feature Film","Christopher Leitch",3.1,95,"1987",8319,"1987-11-20","http://www.imdb.com/title/tt0094118/","0094118","Teen Wolf Too","1987","Science Fiction & Fantasy","PG","95","1987-11-20",NA,7,"Rotten",17,"Spilled","Jason Bateman","Kim Darby","John Astin","Estee Chandler","Paul Sand","Christopher Leitch","Paramount Home Video","//www.rottentomatoes.com/m/teen_wolf_too/"
"Ratcatcher","Feature Film","Lynne Ramsay",7.5,94,"1999",5727,"1999-05-13","http://www.imdb.com/title/tt0171685/","0171685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Space Odyssey: Voyage to the Planets","Documentary","Joe Ahearne",7.8,100,"2004",831,"2004-11-09","http://www.imdb.com/title/tt0395417/","0395417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Fighter","Feature Film","David O. Russell",7.9,116,"2010",265725,"2010-12-10","http://www.imdb.com/title/tt0964517/","0964517","The Fighter","2010","Sports & Fitness","R","115","2010-12-10","2011-03-15",90,"Certified Fresh",89,"Upright","Christian Bale","Mark Wahlberg","Amy Adams","Melissa Leo","Jack McGee","David O. Russell","Paramount Pictures","//www.rottentomatoes.com/m/the-fighter/"
"Evolve","TV Series","",8.3,NA,"2008",72,"2008-07-29","http://www.imdb.com/title/tt1283572/","1283572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A Little Romance","Feature Film","George Roy Hill",7.5,110,"1979",3859,"1979-04-27","http://www.imdb.com/title/tt0079477/","0079477","A Little Romance","1979","Drama","PG","109","1979-04-27","2003-01-07",72,"Fresh",86,"Upright","Laurence Olivier","Diane Lane","Thelonious Bernard","Thelonius Bernard","Arthur Hill","George Roy Hill","WARNER BROTHERS PICTURES","//www.rottentomatoes.com/m/1012506-little_romance/"
"First Knight","Feature Film","Jerry Zucker",5.9,134,"1995",53535,"1995-07-07","http://www.imdb.com/title/tt0113071/","0113071","First Knight","1995","Drama","PG-13","131","1995-07-07","1997-10-07",47,"Rotten",55,"Spilled","Sean Connery","Richard Gere","Julia Ormond","Ben Cross","Liam Cunningham","Jerry Zucker","Sony Pictures Home Entertainment","//www.rottentomatoes.com/m/first_knight/"
"Tabloid","Documentary","Errol Morris",7.1,87,"2010",4907,"2010-09-03","http://www.imdb.com/title/tt1704619/","1704619","Tabloid","2011","Documentary","R","87","2011-07-15","2011-11-01",91,"Certified Fresh",72,"Upright","Joyce McKinney","Jackson Shaw","Peter Tory","Troy Williams","Kent Gavin","Errol Morris","IFC Films","//www.rottentomatoes.com/m/tabloid_2010/"
