"title_imdb","title_type_imdb","directors_imdb","imdb_rating_imdb","runtime_imdb","year_imdb","num_votes_imdb","rel_date_imdb","url_imdb","id_imdb","title_rt","year_rt","genre_rt","mpaa_rating_rt","runtime_rt","the_rel_date_rt","dvd_rel_date_rt","critics_score_rt","critics_rating_rt","audience_score_rt","audience_rating_rt","actor1_rt","actor2_rt","actor3_rt","actor4_rt","actor5_rt","director_rt","studio_rt","url_rt"
"Assassination Games","Feature Film","Ernie Barbarash",6.2,101,"2011",13340,"2011-07-29","http://www.imdb.com/title/tt1436568/","1436568","Assassination Games","2011","Mystery & Suspense","R","100","2011-07-29","2011-09-06",-1,NA,45,"Spilled","Jean-Claude Van Damme","Scott Adkins","Ivan Kaye","Valentin Teodosiu","Alin Panc","Ernie Barbarash","Samual Goldwyn Films","//www.rottentomatoes.com/m/assassination_games/"
"A Boy's Life","Documentary","Rory Kennedy, Nick Doob",8.2,77,"2003",156,"2003-04-26","http://www.imdb.com/title/tt0361408/","0361408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patch Adams","Feature Film","Tom Shadyac",6.7,115,"1998",77762,"1998-10-21","http://www.imdb.com/title/tt0129290/","0129290","Patch Adams","1998","Drama","PG-13","2","1998-12-25","1999-06-22",22,"Rotten",74,"Upright","Robin Williams","Daniel London","Monica Potter","Philip Seymour Hoffman","Bob Gunton","Tom Shadyac","Universal Studios","//www.rottentomatoes.com/m/patch_adams/"
"Harry Potter and the Chamber of Secrets","Feature Film","Chris Columbus",7.4,161,"2002",368799,"2002-11-03","http://www.imdb.com/title/tt0295297/","0295297","Harry Potter and the Chamber of Secrets","2002","Science Fiction & Fantasy","PG","161","2002-11-15","2003-04-11",82,"Certified Fresh",79,"Upright","Daniel Radcliffe","Emma Watson","Rupert Grint","Jason Isaacs","Alan Rickman","Chris Columbus","Warner Bros. Pictures","//www.rottentomatoes.com/m/harry_potter_and_the_chamber_of_secrets/"
"The Heavenly Kid","Feature Film","Cary Medoway",6.2,90,"1985",2830,"1985-07-26","http://www.imdb.com/title/tt0089265/","0089265","The Heavenly Kid","1985","Drama","PG-13","92","1985-07-26","2005-11-15",25,"Rotten",64,"Upright","Lewis Smith","Richard Mulligan","Jason Gedrick","Jane Kaczmarek","Mark Metcalf","Cary Medoway","Orion","//www.rottentomatoes.com/m/heavenly_kid/"
"The Warriors of Qiugang","Documentary","Ruby Yang",7.4,39,"2010",133,"2010-09-17","http://www.imdb.com/title/tt1744887/","1744887","The Warriors Of Qiugang","2011","Documentary","Unrated","39",NA,NA,-1,NA,53,NA,NA,NA,NA,NA,NA,NA,"Thomas Lennon Films","//www.rottentomatoes.com/m/the_warriors_of_qiugang/"
"YPF","Feature Film","Martin Gero",6.3,87,"2007",17551,"2007-09-06","http://www.imdb.com/title/tt0913445/","0913445","Young People Fucking (Y.P.F.)","2007","Comedy","R","90","2007-09-06","2008-10-14",39,"Rotten",62,"Upright","Aaron Abrams","Carly Pope","Kristin Booth","Josh Dean","Sonja Bennett","Martin Gero","ThinkFilm","//www.rottentomatoes.com/m/young_people_fucking/"
"Snow Flower and the Secret Fan","Feature Film","Wayne Wang",6,104,"2011",2960,"2011-06-24","http://www.imdb.com/title/tt1541995/","1541995","Snow Flower And The Secret Fan","2011","Art House & International","PG-13","104","2011-07-15","2011-11-01",21,"Rotten",48,"Spilled","Gianna Jun","Bingbing Li","Bing Bing Li","Vivian Wu","Jiang Wu","Wayne Wang","Fox Searchlight","//www.rottentomatoes.com/m/snow_flower_and_the_secret_fan/"
"Apollo 18","Feature Film","Gonzalo López-Gallego",5.2,86,"2011",46233,"2011-09-01","http://www.imdb.com/title/tt1772240/","1772240","Apollo 18","2011","Science Fiction & Fantasy","PG-13","88","2011-09-02","2011-12-27",24,"Rotten",23,"Spilled","Warren Christie","Lloyd Owen","Ryan Robbins","Michael Kopsa","Andrew Airlie","Gonzalo Lopez-Gallego","The Weinstein Company","//www.rottentomatoes.com/m/apollo_18/"
"Total Eclipse","Feature Film","Agnieszka Holland",6.5,111,"1995",9980,"1995-11-03","http://www.imdb.com/title/tt0114702/","0114702","Total Eclipse","1995","Art House & International","R","110","1995-11-03","1999-12-21",25,"Rotten",61,"Upright","Leonardo DiCaprio","David Thewlis","Romane Bohringer","James Thieree","Emmanuelle Oppo","Agnieszka Holland","New Line Home Entertainment","//www.rottentomatoes.com/m/total_eclipse/"
"Supervixens","Feature Film","Russ Meyer",6.2,106,"1975",3277,"1975-04-02","http://www.imdb.com/title/tt0073768/","0073768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoodlum","Feature Film","Bill Duke",6.2,130,"1997",8016,"1997-08-27","http://www.imdb.com/title/tt0119311/","0119311","Hoodlum","1997","Drama","R","130","1997-08-27","2001-05-15",45,"Rotten",66,"Upright","Laurence Fishburne","Tim Roth","Vanessa L. Williams","Andy Garcia","Cicely Tyson","Bill Duke","905 Corporation","//www.rottentomatoes.com/m/1078030-hoodlum/"
"National Security","Feature Film","Dennis Dugan",5.6,88,"2003",37938,"2003-01-15","http://www.imdb.com/title/tt0271668/","0271668","National Security","2003","Drama","PG-13","91","2003-01-17","2003-05-27",11,"Rotten",45,"Spilled","Martin Lawrence","Steve Zahn","Colm Feore","Bill Duke","Eric Roberts","Dennis Dugan","Sony Pictures","//www.rottentomatoes.com/m/national_security/"
"Down in the Valley","Feature Film","David Jacobson",6.5,108,"2005",16480,"2005-05-13","http://www.imdb.com/title/tt0398027/","0398027","Down in the Valley","2006","Western","R","125","2006-05-05","2006-09-26",52,"Rotten",54,"Spilled","Edward Norton","Evan Rachel Wood","David Morse","Bruce Dern","Rory Culkin","David Jacobson","ThinkFilm","//www.rottentomatoes.com/m/down_in_the_valley/"
"Young Adult","Feature Film","Jason Reitman",6.3,94,"2011",63219,"2011-12-09","http://www.imdb.com/title/tt1625346/","1625346","Young Adult","2011","Drama","R","93","2011-12-16","2012-03-13",80,"Certified Fresh",49,"Spilled","Charlize Theron","Patton Oswalt","Patrick Wilson","Elizabeth Reaser","Collette Wolfe","Jason Reitman","Paramount Studios","//www.rottentomatoes.com/m/young_adult/"
"The Man Who Sued God","Feature Film","Mark Joffe",6.5,97,"2001",4251,"2001-10-25","http://www.imdb.com/title/tt0268437/","0268437","The Man Who Sued God","2001","Drama","R","102","2001-10-25","2007-03-13",71,"Fresh",59,"Spilled","Billy Connolly","Judy Davis","Colin Friels","Bille Brown","Wendy Hughes","Mark Joffe",NA,"//www.rottentomatoes.com/m/man_who_sued_god/"
"Compliance","Feature Film","Craig Zobel",6.4,90,"2012",23697,"2012-01-21","http://www.imdb.com/title/tt1971352/","1971352","Compliance","2012","Drama","R","90","2012-08-17","2013-01-08",89,"Certified Fresh",60,"Upright","Ann Dowd","Dreama Walker","Pat Healy","Bill Camp","Philip Ettinger","Craig Zobel","Magnolia Pictures","//www.rottentomatoes.com/m/compliance_2012/"
"Message to Love: The Isle of Wight Festival","Documentary","Murray Lerner",7.7,127,"1997",443,"1997-02-21","http://www.imdb.com/title/tt0117028/","0117028","Message to Love","1997","Documentary","Unrated","128","1997-02-21",NA,-1,NA,100,"Upright","Jimi Hendrix","Jim Morrison","Who","Joan Baez","Jethro Tull","Murray Lerner",NA,"//www.rottentomatoes.com/m/message-to-love/"
"I Spit on Your Grave","Feature Film","Steven R. Monroe",6.3,108,"2010",53675,"2010-05-01","http://www.imdb.com/title/tt1242432/","1242432","I Spit On Your Grave","2010","Horror","R","108","2010-10-08","2011-02-08",34,"Rotten",48,"Spilled","Sarah Butler","Jeff Branson","Andrew Howard","Daniel Franzese","Rodney Eastman","Steven R. Monroe","Anchor Bay Films","//www.rottentomatoes.com/m/i_spit_on_your_grave_2010/"
"Maniac","Feature Film","William Lustig",6.5,87,"1980",9787,"1980-05","http://www.imdb.com/title/tt0081114/","0081114","Maniac","1980","Drama","R","91","1980-01-01","1998-06-30",43,"Rotten",58,"Spilled","Joe Spinell","Caroline Munro","Gail Lawrence","Kelly Piper","Rita Montone","William Lustig","Analysis","//www.rottentomatoes.com/m/maniac_1980/"
"Dog Park","Feature Film","Bruce McCulloch",5.1,91,"1998",1978,"1998-09-14","http://www.imdb.com/title/tt0129884/","0129884","Dog Park","1998","Comedy","R","91","1998-06-01","2004-03-02",36,"Rotten",28,"Spilled","Natasha Henstridge","Janeane Garofalo","Luke Wilson","Kathleen Robertson","Bruce McCulloch","Bruce McCulloch","New Line Home Entertainment","//www.rottentomatoes.com/m/dog_park/"
"The Brothers Solomon","Feature Film","Bob Odenkirk",5.3,93,"2007",9370,"2007-09-07","http://www.imdb.com/title/tt0784972/","0784972","The Brothers Solomon","2007","Comedy","R","93","2007-09-07","2007-12-26",15,"Rotten",31,"Spilled","Will Arnett","Will Forte","Chi McBride","Kristen Wiig","Malin Akerman","Bob Odenkirk","Screen Gems","//www.rottentomatoes.com/m/brothers_solomon/"
"Maurice","Feature Film","James Ivory",7.8,140,"1987",10380,"1987-09-15","http://www.imdb.com/title/tt0093512/","0093512","Maurice","1987","Drama","R","139","1987-09-01","2004-02-24",91,"Fresh",87,"Upright","James Wilby","Hugh Grant","Rupert Graves","Denholm Elliott","Simon Callow","James Ivory","Lorimar Home Video","//www.rottentomatoes.com/m/maurice/"
"The Last Boy Scout","Feature Film","Tony Scott",6.9,105,"1991",73280,"1991-12-12","http://www.imdb.com/title/tt0102266/","0102266","The Last Boy Scout","1991","Drama","R","105","1991-12-13","1998-05-26",42,"Rotten",68,"Upright","Bruce Willis","Damon Wayans","Chelsea Field","Noble Willingham","Taylor Negron","Tony Scott","Warner Home Video","//www.rottentomatoes.com/m/last_boy_scout/"
"The Rescue","Feature Film","Ferdinand Fairfax",5.3,97,"1988",814,"1988-08-05","http://www.imdb.com/title/tt0095981/","0095981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Excision","Feature Film","Richard Bates Jr.",6.1,81,"2012",14722,"2012-01-21","http://www.imdb.com/title/tt1984153/","1984153","Excision","2012","Horror","R","81",NA,"2012-10-16",81,"Fresh",61,"Upright","AnnaLynne McCord","Traci Lords","Ariel Winter","Roger Bart","Jeremy Sumpter","Richard Bates, Jr.","Anchor Bay Films","//www.rottentomatoes.com/m/excision_2012/"
"The Incredible Human Journey","TV Series","",8.3,60,"2009",568,"2009-05-10","http://www.imdb.com/title/tt1397256/","1397256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alligator","Feature Film","Lewis Teague",5.9,91,"1980",7656,"1980-07-02","http://www.imdb.com/title/tt0080354/","0080354","Alligator","1980","Science Fiction & Fantasy","R","94","1980-01-01","2007-09-18",67,"Fresh",47,"Spilled","Robert Forster","Robin Riker","Michael Vincente Gazzo","Perry Lang","Jack Carter","Lewis Teague","Group 1","//www.rottentomatoes.com/m/alligator/"
"Jennifer 8","Feature Film","Bruce Robinson",6.2,124,"1992",11855,"1992-11-06","http://www.imdb.com/title/tt0104549/","0104549","Jennifer 8","1992","Mystery & Suspense","R","125","1992-11-06","2000-04-11",39,"Rotten",37,"Spilled","Andy Garcia","Uma Thurman","Lance Henriksen","Kathy Baker","Graham Beckel","Bruce Robinson","Paramount Home Video","//www.rottentomatoes.com/m/jennifer_8/"
"Puff, Puff, Pass","Feature Film","Mekhi Phifer",5.6,95,"2006",3129,"2006-05-09","http://www.imdb.com/title/tt0466771/","0466771","Puff, Puff, Pass","2006","Comedy","R","95",NA,"2006-05-09",-1,NA,57,"Spilled","Danny Masterson","John C. McGinley","Ashley Scott","Scott Grimes","Terry Crews","Mekhi Phifer","Sony Pictures Entertainment","//www.rottentomatoes.com/m/puff_puff_pass/"
"RoboCop","Feature Film","Paul Verhoeven",7.5,102,"1987",172765,"1987-07-17","http://www.imdb.com/title/tt0093870/","0093870","RoboCop","1987","Drama","R","103","1987-07-17","2001-10-02",88,"Certified Fresh",83,"Upright","Peter Weller","Nancy Allen","Ronny Cox","Kurtwood Smith","Miguel Ferrer","Paul Verhoeven","Orion Pictures Corporation","//www.rottentomatoes.com/m/1017712-robocop/"
"The Football Factory","Feature Film","Nick Love",6.9,91,"2004",23201,"2004-05-14","http://www.imdb.com/title/tt0385705/","0385705","The Football Factory","2004","Documentary","R","89","2004-05-14","2005-12-26",20,"Rotten",84,"Upright","Danny Dyer","Frank Harper","Dudley Sutton","Tamer Hassan","Roland Monookian","Nick Love","Image Entertainment","//www.rottentomatoes.com/m/1153907-football_factory/"
"Bamboozled","Feature Film","Spike Lee",6.4,135,"2000",8604,"2000-09-18","http://www.imdb.com/title/tt0215545/","0215545","Bamboozled","2000","Drama","R","135","2000-10-06","2001-04-17",48,"Rotten",74,"Upright","Damon Wayans","Savion Glover","Tommy Davidson","Michael Rapaport","Thomas Jefferson Byrd","Spike Lee","New Line Cinema","//www.rottentomatoes.com/m/bamboozled/"
"She Lives!","TV Movie","Stuart Hagmann",7.7,74,"1973",78,"1973-09-12","http://www.imdb.com/title/tt0070683/","0070683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Sure Thing","Feature Film","Rob Reiner",7,100,"1985",14949,"1985-03-01","http://www.imdb.com/title/tt0090103/","0090103","The Sure Thing","1985","Comedy","PG-13","94","1985-03-01","2003-08-05",87,"Fresh",79,"Upright","John Cusack","Daphne Zuniga","Anthony Edwards","Boyd Gaines","Lisa Jane Persky","Rob Reiner","Embassy","//www.rottentomatoes.com/m/sure_thing/"
"For All Time","TV Movie","Steven Schachter",7.9,84,"2000",599,"2000-10-18","http://www.imdb.com/title/tt0249517/","0249517","For All Time","2000","Drama","PG","95","2000-10-18",NA,-1,NA,85,"Upright","Mark Harmon","Mary McDonnell","David LeReany","Catherine Hicks","Philip Casnoff","Steven Schachter","Rosemont Productions International","//www.rottentomatoes.com/m/for-all-time/"
"The Slaughter Rule","Feature Film","Alex Smith, Andrew J. Smith",6.1,112,"2002",1995,"2002-01-11","http://www.imdb.com/title/tt0266971/","0266971","The Slaughter Rule","2002","Drama","R","112","2002-01-11","2003-02-17",73,"Fresh",44,"Spilled","Ryan Gosling","David Morse","Clea DuVall","Eddie Spears","Kelly Lynch","Alex Smith","Cowboy Pictures","//www.rottentomatoes.com/m/slaughter_rule/"
"Rise of the Footsoldier","Feature Film","Julian Gilbey",6.9,119,"2007",15806,"2007-09-07","http://www.imdb.com/title/tt0901507/","0901507","Rise of the Footsoldier","2007","Action & Adventure","R","119","2007-09-07","2008-12-02",14,"Rotten",84,"Upright","Ricci Harnett","Craig Fairbrass","Terry Stone","Roland Manookian","Coralie Rose","Julian Gilbey","Carnaby International","//www.rottentomatoes.com/m/rise-of-the-footsoldier/"
"Hollywood Homicide","Feature Film","Ron Shelton",5.3,116,"2003",30694,"2003-06-10","http://www.imdb.com/title/tt0329717/","0329717","Hollywood Homicide","2003","Action & Adventure","PG-13","116","2003-06-13","2003-10-07",30,"Rotten",27,"Spilled","Harrison Ford","Josh Hartnett","Lena Olin","Bruce Greenwood","Isaiah Washington","Ron Shelton","Columbia Pictures","//www.rottentomatoes.com/m/hollywood_homicide/"
"Blue Ridge","Feature Film","Vince Sweeney",6.2,90,"2014",103,"2014-06-20","http://www.imdb.com/title/tt1303235/","1303235","Blue Ridge","2012","Drama","Unrated","90",NA,NA,-1,NA,67,NA,"Sean Gullette","Eric Sweeney","Audra Glyn Smith",NA,NA,"Vincent Sweeney","Introverted Films","//www.rottentomatoes.com/m/blue_ridge_2012/"
"End of the World","Feature Film","John Hayes",2.8,88,"1977",580,"1977-08","http://www.imdb.com/title/tt0075990/","0075990","End of the World","1978","Science Fiction & Fantasy","PG","88","1978-06-26","2005-03-08",-1,NA,8,"Spilled","Christopher Lee","Sue Lyon","Dean Jagger","Kirk Scott","Lew Ayres","John Hayes","Charles Band, Ltd.","//www.rottentomatoes.com/m/end_of_the_world/"
"Morning Glory","Feature Film","Roger Michell",6.5,107,"2010",56888,"2010-11-10","http://www.imdb.com/title/tt1126618/","1126618","Morning Glory","2010","Comedy","PG-13","107","2010-11-10","2011-03-08",56,"Rotten",51,"Spilled","Rachel McAdams","Harrison Ford","Diane Keaton","Patrick Wilson","Jeff Goldblum","Roger Michell","Paramount Studios","//www.rottentomatoes.com/m/morning-glory-2010/"
"September 11","Feature Film","Youssef Chahine, Amos Gitaï",7,134,"2002",4821,"2002-09-05","http://www.imdb.com/title/tt0328802/","0328802","11'09''01 - September 11","2002","Drama","Unrated","135","2002-09-11","2004-10-26",78,"Certified Fresh",64,"Upright","Sean Penn","Maryam Karimi","Mohamad Dolati","Agelem Habibi","Esmat Vahedi","Samira Makhmalbaf","Empire Pictures","//www.rottentomatoes.com/m/september_11/"
"Clownhouse","Feature Film","Victor Salva",5.8,81,"1989",3145,"1989-01","http://www.imdb.com/title/tt0094886/","0094886","Clownhouse","1989","Horror","R","95","1989-06-01","2003-07-07",40,"Rotten",41,"Spilled","Nathan Forrest Winters","Nathan Forest Winters","Brian McHugh","Sam Rockwell","Tree","Victor Salva","Sony Pictures Home Entertainment","//www.rottentomatoes.com/m/clownhouse/"
"Roller Boogie","Feature Film","Mark L. Lester",4.3,103,"1979",1221,"1979-12-19","http://www.imdb.com/title/tt0079822/","0079822","Roller Boogie","1979","Drama","PG","103","1979-01-01","2004-08-24",0,"Rotten",54,"Spilled","Linda Blair","Jim Bray","Beverly Garland","Roger Perry","James Van Patten","Mark L. Lester","United Artists","//www.rottentomatoes.com/m/roller_boogie/"
"Rampart","Feature Film","Oren Moverman",5.8,108,"2011",19115,"2011-09-10","http://www.imdb.com/title/tt1640548/","1640548","Rampart","2012","Drama","R","107","2012-02-10","2012-05-15",74,"Certified Fresh",35,"Spilled","Woody Harrelson","Sigourney Weaver","Robin Wright","Ned Beatty","Ben Foster","Oren Moverman","Millenium Entertainment","//www.rottentomatoes.com/m/rampart_2010/"
"Cashback","Feature Film","Sean Ellis",7.2,102,"2006",70994,"2006-09-10","http://www.imdb.com/title/tt0460740/","0460740","Cashback","2007","Drama","R","102","2007-04-20","2007-07-24",46,"Rotten",78,"Upright","Sean Biggerstaff","Emilia Fox","Shaun Evans","Michelle Ryan","Stuart Goodwin","Sean Ellis","Magnolia Pictures","//www.rottentomatoes.com/m/cashback/"
"The Host","Feature Film","Joon Ho Bong",7,120,"2006",66233,"2006-05-21","http://www.imdb.com/title/tt0468492/","0468492","The Host","2007","Drama","R","119","2007-03-09","2007-07-24",92,"Certified Fresh",72,"Upright","Song Kang-ho","Park Hae-il","Byeon Hie-bong","Du-na Bae","Ko Ah-sung","Bong Joon-ho","Magnolia Pictures","//www.rottentomatoes.com/m/the_host_2007/"
"Aspen Extreme","Feature Film","Patrick Hasburgh",5.8,113,"1993",2295,"1993-01-22","http://www.imdb.com/title/tt0106315/","0106315","Aspen Extreme","1993","Drama","PG-13","128","1993-01-22","2002-09-03",22,"Rotten",66,"Upright","Paul Gross","Peter Berg","Finola Hughes","Teri Polo","William Russ","Patrick Hasburgh","Buena Vista","//www.rottentomatoes.com/m/aspen_extreme/"
"Nomads","Feature Film","John McTiernan",5.5,91,"1986",2698,"1986-01","http://www.imdb.com/title/tt0091647/","0091647","Nomads","1986","Drama","R","91","1986-03-07","2002-04-16",13,"Rotten",37,"Spilled","Pierce Brosnan","Lesley-Anne Down","Anna Maria Monticelli","Adam Ant","Hector Mercado","John McTiernan","Paramount Home Video","//www.rottentomatoes.com/m/nomads/"
"Un Flic","Feature Film","Jean-Pierre Melville",7.1,98,"1972",5029,"1972-10-25","http://www.imdb.com/title/tt0067900/","0067900","A Cop (Un Flic)","2013","Art House & International","PG","100","2013-04-19","2005-03-22",78,"Fresh",70,"Upright","Catherine Deneuve","Alain Delon","Jean Desailly","Paul Crauchet","Simone Valere","Jean-Pierre Melville","Rialto Pictures","//www.rottentomatoes.com/m/a_cop/"
"Tall Tale","Feature Film","Jeremiah Chechik",5.8,98,"1995",2564,"1995-03-24","http://www.imdb.com/title/tt0111359/","0111359","Tall Tale: The Unbelievable Adventures of Pecos Bill","1994","Western","PG","98",NA,"1996-02-20",40,"Rotten",52,"Spilled","Patrick Swayze","Oliver Platt","Roger Aaron Brown","Nick Stahl","Scott Glenn","Jeremiah S. Chechik","Buena Vista","//www.rottentomatoes.com/m/tall_tale_the_unbelievable_adventure/"
"Diary of a Teenage Hitchhiker","TV Movie","Ted Post",6.4,96,"1979",90,"1979-09-21","http://www.imdb.com/title/tt0079049/","0079049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Suspicions of Mr Whicher: The Murder at Road Hill House","TV Movie","James Hawes",6.5,95,"2011",1018,"2011-04-25","http://www.imdb.com/title/tt1724572/","1724572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deconstructing Harry","Feature Film","Woody Allen",7.4,96,"1997",34652,"1997-08-26","http://www.imdb.com/title/tt0118954/","0118954","Deconstructing Harry","1997","Comedy","R","96","1997-12-12","1998-05-26",71,"Fresh",82,"Upright","Kirstie Alley","Caroline Aaron","Bob Balaban","Richard Benjamin","Eric Bogosian","Woody Allen","New Line Home Entertainment","//www.rottentomatoes.com/m/deconstructing_harry/"
"The End of America","Documentary","Ricki Stern, Anne Sundberg",7.5,NA,"2008",739,"2008-10","http://www.imdb.com/title/tt1294790/","1294790","The End of America","2008","Documentary","Unrated","71","2008-10-01","2009-01-20",80,"Fresh",72,"Upright","Naomi Wolf",NA,NA,NA,NA,"Anne Sundberg","Indipix","//www.rottentomatoes.com/m/end_of_america/"
"Hot Shots! Part Deux","Feature Film","Jim Abrahams",6.6,86,"1993",64489,"1993-05-21","http://www.imdb.com/title/tt0107144/","0107144","Hot Shots! Part Deux","1993","Action & Adventure","PG-13","89","1993-05-21","2002-08-06",59,"Rotten",63,"Upright","Charlie Sheen","Lloyd Bridges","Valeria Golino","Richard Crenna","Brenda Bakke","Jim Abrahams","Twentieth Century Fox Home Entertainment","//www.rottentomatoes.com/m/hot_shots_part_deux/"
"Control","Feature Film","Anton Corbijn",7.8,122,"2007",49985,"2007-05-17","http://www.imdb.com/title/tt0421082/","0421082","Control","2007","Musical & Performing Arts","R","122","2007-05-17","2008-06-03",87,"Certified Fresh",89,"Upright","Sam Riley","Samantha Morton","Alexandra Maria Lara","Nigel Harris","Joe Anderson","Hanne Myren","The Weinstein Company","//www.rottentomatoes.com/m/control/"
"Lassie","Feature Film","Daniel Petrie",5.8,94,"1994",3649,"1994-07-22","http://www.imdb.com/title/tt0110305/","0110305","Lassie","1994","Action & Adventure","PG","92","1994-07-22","2002-03-12",87,"Fresh",56,"Spilled","Tom Guiry","Thomas Guiry","Helen Slater","Jon Tenney","Frederic Forrest","Daniel Petrie","Paramount Pictures","//www.rottentomatoes.com/m/1053155-lassie/"
"The Ghost of Flight 401","TV Movie","Steven Hilliard Stern",6.1,100,"1978",351,"1978-02-18","http://www.imdb.com/title/tt0077610/","0077610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"What Richard Did","Feature Film","Leonard Abrahamson",6.3,88,"2012",3359,"2012-09-09","http://www.imdb.com/title/tt2092011/","2092011","What Richard Did","2013","Drama","Unrated","89","2013-05-10","2014-06-23",93,"Fresh",62,"Upright","Jack Reynor","Roisin Murphy","Sam Keeley","Lars Mikkelsen","Fionn Walton","Lenny Abrahamson","Tribeca Films","//www.rottentomatoes.com/m/what_richard_did/"
"Emperor","Feature Film","Peter Webber",6.5,105,"2012",10020,"2012-09-14","http://www.imdb.com/title/tt2103264/","2103264","Emperor","2013","Mystery & Suspense","PG-13","105","2013-03-08","2013-08-13",31,"Rotten",46,"Spilled","Matthew Fox","Tommy Lee Jones","Eriko Hatsune","Toshiyuki Nishida","Masayoshi Haneda","Peter Webber","Roadside Attractions","//www.rottentomatoes.com/m/emperor_2012/"
"Razorback","Feature Film","Russell Mulcahy",6,95,"1984",3597,"1984-04-19","http://www.imdb.com/title/tt0087981/","0087981","Razorback","1984","Art House & International","R","96","1984-06-01","1994-08-31",-1,NA,51,"Spilled","Gregory Harrison","Arkie Whiteley","Bill Kerr","Chris Haywood","David Argue","Russell Mulcahy","Warner Home Video","//www.rottentomatoes.com/m/razorback/"
"Starship Troopers: Invasion","Feature Film","Shinji Aramaki",5.9,89,"2012",8358,"2012-07-21","http://www.imdb.com/title/tt2085930/","2085930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hereafter","Feature Film","Clint Eastwood",6.5,129,"2010",78726,"2010-09-12","http://www.imdb.com/title/tt1212419/","1212419","Hereafter","2010","Mystery & Suspense","PG-13","126","2010-10-22","2011-03-15",46,"Rotten",38,"Spilled","Matt Damon","Bryce Dallas Howard","Jay Mohr","Richard Kind","Frankie McLaren","Clint Eastwood","Warner Bros. Pictures","//www.rottentomatoes.com/m/hereafter/"
"Aladdin","Feature Film","Ron Clements, John Musker",8,90,"1992",246907,"1992-11-11","http://www.imdb.com/title/tt0103639/","0103639","Aladdin","1992","Action & Adventure","G","90","1992-11-11","2004-10-05",94,"Certified Fresh",92,"Upright","Robin Williams","Linda Larkin","Lea Salonga","Scott Weinger","John Freeman","John Musker","Buena Vista Distribution Compa","//www.rottentomatoes.com/m/1042582-aladdin/"
"Lady Ice","Feature Film","Tom Gries",4.7,93,"1973",193,"1973-07-13","http://www.imdb.com/title/tt0070284/","0070284","Lady Ice","1973","Drama","PG","93","1973-07-13","2004-05-25",-1,NA,33,"Spilled","Donald Sutherland","Jennifer O'Neill","Robert Duvall","Patrick Magee","Eric Braeden","Tom Gries","National General Pictures","//www.rottentomatoes.com/m/lady_ice/"
"Stardust: The Bette Davis Story","Documentary","Peter Jones, Mark Catalena",8.7,88,"2006",437,"2006-05-03","http://www.imdb.com/title/tt0800219/","0800219","Stardust: The Bette Davis Story","2006","Documentary","PG","88","2006-05-03","2006-05-30",-1,NA,90,"Upright","Susan Sarandon","Bette Davis","James Woods","Michael Merrill","Ruthie Davis","Mark A. Catalena","Peter Jones Productions","//www.rottentomatoes.com/m/stardust_the_bette_davis_story/"
"The King of Comedy","Feature Film","Martin Scorsese",7.8,109,"1982",49374,"1982-12-18","http://www.imdb.com/title/tt0085794/","0085794","The King of Comedy","1983","Drama","PG","109","1983-01-01","2002-12-17",89,"Certified Fresh",89,"Upright","Robert De Niro","Jerry Lewis","Sandra Bernhard","Ed Herlihy","Louis Polliman Brown","Martin Scorsese","Fox","//www.rottentomatoes.com/m/1011623-king_of_comedy/"
"Bound","Feature Film","The Wachowski Brothers, The Wachowski Brothers",7.4,108,"1996",40001,"1996-08-31","http://www.imdb.com/title/tt0115736/","0115736","Bound","1996","Mystery & Suspense","R","107","1996-10-04","2001-06-19",92,"Fresh",82,"Upright","Jennifer Tilly","Gina Gershon","Joe Pantoliano","John P. Ryan","Christopher Meloni","Larry Wachowski","Republic Pictures Home Video","//www.rottentomatoes.com/m/bound/"
"Bravo Two Zero","TV Movie","Tom Clegg",6.9,122,"1999",3144,"1999-06-15","http://www.imdb.com/title/tt0120617/","0120617","Bravo Two Zero","1999","Drama","R","115","1999-01-01","2001-12-18",-1,NA,78,"Upright","Sean Bean","Steve Nicolson","Rick Warden","Julia Booth","Robert Hobbs","Tom Clegg","Miramax","//www.rottentomatoes.com/m/bravo_two_zero/"
